gene_names
Xpo4
Rnf126
Slc35f2
Adpgk
Pimreg
Pla2g5
Atad5
Idh2
Rcc1l
Gorasp1
Noc3l
Gstm6
Cntrob
Capn15
Gm32856
Dnaja3
Lbr
2410002F23Rik
Dazap1
Zbed6
Ddx21
Snrpg
Slc22a15
Ewsr1
9430015G10Rik
Tkt
Acat2
Exo1
Cd177
G3bp1
Usp10
Nmral1
Arhgap8
Gins3
Ddx20
Rexo1
Rhno1
Gm40042
Gm42127
Amot
Tex30
Grwd1
Hspe1
Gm13421
Usp24
Lins1
Ftsj3
Rpia
Myo3a
Wdr77
Aars2
Cttnbp2
Mcf2l
Srsf6
Rdh11
Ern2
Mrps2
Acly
Pelp1
Apex1
Mycl
Dnajc9
Hjurp
Lrfn4
Gm15411
Lin9
Hacd3
Haus5
Hmgb2
Thyn1
Mtbp
Dennd11
Erh
Ino80
Cse1l
Ddx39b
Syce2
Rpf2
Cpsf4
Hsd17b13
Timm8a1
Cdca4
Stra6l
Shf
Dot1l
Nrarp
Wdr12
Tfdp1
Cabcoco1
Rnf43
Tbc1d31
Nup37
Gm40446
Dhodh
Gadd45gip1
Ppid
Prrc2c
Gm21297
Bri3bp
Bop1
Tada2a
Brca2
Kri1
Ndufaf4
Fam83c
Xrcc6
Snhg16
Ephb4
Ptbp1
Mrps18b
Lrrk2
Plekhd1
Pcbd1
Trmt2a
Yars
Thg1l
Sart3
LOC118567621
Hmgn5
Eef1aknmt
Srsf1
Slc27a2
Timm9
Rif1
Gabpb2
Supv3l1
Gm39130
Ankrd26
Tipin
Tut1
Emg1
Hnrnpu
Lss
Elac2
Gm33310
Pdss1
Gstm7
Isg20l2
Hnrnpa3
Pom121
Lrrc59
U2af2
Utp14a
Mybl1
Psd3
Macc1
Set
Btnl1
Ttpa
Pdia5
Ftsj1
Trap1
Acox2
Slc10a5
Smpd4
Haus3
Mto1
Gm20149
Pcyt2
Mms22l
Ddx46
Gm39913
Foxd2os
Mcm8
Nkrf
LOC118567659
Ccnj
Lama3
Fxyd4
Cd55
Aldh1a3
Csta1
Apoe
Ly6g
Cpe
Muc1
Tmem140
Gm32298
Camk2n1
Prl2a1
Dcn
Gpr137b
Ly6m
Svs2
Wfdc18
Emp1
Ret
Rassf3
Gcnt2
Lamc2
Fbxo32
Mrc1
Rhob
Rab31
Gcnt1
Hba-a1
Pdgfa
Plat
Mboat2
Fbxo6
Sh3kbp1
Asb11
Serpine2
Cxcl16
Sqstm1
Medag
Gde1
Hbb-bs
Ltf
S100a6
Map1lc3a
Qsox1
Jun
Ccl20
Rhoc
Egln3
Wfdc17
Maff
Abtb2
Mmp10
Itgav
Sprr2b
Clca4b
Saa1
Itm2c
C1qb
Sprr2a3
Cldn1
Vstm4
Sprr2a1
Tmsb4x
Nudt4
Slpi
Adgrf1
Hrh1
Ifit1bl1
Cemip
Steap4
Slc46a1
Pkib
Ptprr
Htra3
Edn1
Osbpl3
Lhfpl2
P4ha1
Dusp1
Bnip5
Fam124a
Pnrc1
Sphk1
Plod1
Fnip2
Gm31235
Il34
Tbc1d9
Marcksl1
Smpdl3a
Itgb8
Ypel2
Tacc2
Ccdc68
Tmem158
Slc16a3
Spats2l
Lgmn
Maf
Dusp10
Fcgrt
D130037M23Rik
Bnip3
S100a4
Mcpt2
Rdh10
Mmp3
Igfbp4
C1qa
Tenm3
Smtnl2
Ccr2
Dio2
Scara5
Tm4sf20
Ace
Fth1
Hba-a2
Rdh16
Pmaip1
Pink1
Id2
Cldn4
Kctd12
Ppp1r15a
Fbln2
Fabp4
Adm
Bmp3
Tac1
Xlr4b
Pdpn
Bmf
Rtn4
Rbp1
Nupr1
Hbb-bt
C1qc
Alox5ap
Abcg5
Adra2a
Cyp2d34
Birc3
Slc35f5
Gm51543
Vopp1
Dab2
Rgs2
Pdzk1ip1
Krt23
Prr16
Gm11496
Ms4a8a
Nt5e
Itgb6
Spon1
Cyp27a1
Ccng2
Scnn1b
Adprm
Gngt2
Ggt5
Rnd3
Zfand5
Pygl
Il22ra1
Gcnt3
Efna1
Cd300a
Tcf7l2
9130209A04Rik
Tom1l2
Phf1
Pla2g7
Gm33612
Fhl1
Erbb3
Duox2
Nptx2
Ddit3
Mmp2
Ctsk
Iyd
Marchf3
Capn2
Gsta4
Gsdmd
Duoxa2
9130204K15Rik
Amdhd2
Ly6a
Gpat3
Mybpc1
Myzap
Rflnb
Prdm1
Ifngr1
Ctss
Ypel5
Fhl2
Slc2a1
Lipa
Muc13
Arhgef37
Aplp1
Hebp1
Nbl1
Oxr1
ND3
Il13ra1
Cd9
Acacb
Dmbt1
Fam189a2
S100a10
Cfh
Nudt18
Acot9
Lyz2
Ppic
5031426D15Rik
Cdhr5
Tgm2
AA467197
Pfkfb3
Cyp7b1
2200002D01Rik
Ccpg1
Pyy
Litaf
Ttc39c
Itgb5
Chil3
Cd200r2
Cldn8
Tgfbr2
Ptpre
Clec7a
Tinagl1
Hcst
Serpinb1a
Saa2
Apod
Sectm1b
Ffar4
Mypop
Arg1
H1f2
6720468P15Rik
Stk17b
Cx3cl1
Ankrd37
Bcl2a1b
F13a1
Irf2bpl
Ntm
S100a13
Clca4a
Tnip3
Kalrn
Stab2
Tmem119
Asap1
Gm38875
Ifit3b
Pde9a
Gm15283
Otulinl
Ms4a4a
Aif1
Gpm6b
Cxcl12
Pglyrp1
Trim12a
Vcam1
Bcar3
Mgp
Fzd1
Spink1
Gm14137
Gml2
Musk
Fam110c
Lcn2
Ptprj
Ceacam20
Epas1
Lox
Car6
Prss32
Gm32955
Gna14
Arl14
